Name of the table	ORPHA number	Disease label	Source	Reference
PatRef	1521	Craniofrontonasal dysplasia - Poland anomaly	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28Cranio+fronto+nasal%5Btw%5D+OR+Craniofrontonasal%5Btw%5D%29+AND+poland%5Btw%5D
PatRef	1522	Craniometaphyseal dysplasia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Craniometaphyseal%5Btw%5D
PatRef	1532	Lopez-Hernandez syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Craniosynostos*+alopecia%5Bti%5D+OR+Lopez+Hernandez%5Btw%5D+OR+%28%28Cerebello+trigeminal+OR+cerebellotrigeminal%29+AND+dermal%29
PatRef	1540	Jackson-Weiss syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Jackson+Weiss%5Btw%5D
PatRef	1545	Crisponi syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Crisponi%5Btw%5D+OR+%28Trismus+AND+%28camptodactyly+OR+Facial+Muscles/ab%29%29
PatRef	1553	Curry-Jones syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Curry+Jones%5Btw%5D
PatRef	1557	Cutis verticis gyrata - intellectual deficit	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=%22Cutis+verticis+gyrata%22+mental+retardation
PatRef	1563	Dahlberg-Borer-Newcomer syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=lymphedema%5Bti%5D+hypoparathyroidism%5Bti%5D
PatRef	1568	Intellectual deficit, X-linked - Dandy-Walker malformation - basal ganglia disease - Seizures	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Dandy+Walker%5Btw%5D+Basal+ganglia%5Btw%5D+Mental+retardation,+X-linked+Seizures
PatRef	1569	De Sanctis-Cacchione syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=sanctis+cacchione%5Btw%5D
PatRef	1571	Knobloch syndrome	PubMed	neant
PatRef	1979	Lipodystrophy due to peptidic growth factors deficiency	PubMed	neant
PatRef	382	Guanidinoacetate methyltransferase deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Guanidino*%5Bti%5D+AND+methyltransferase%5Btw%5D+AND+deficiency%5Bti%5D+OR+Guanidinoacetate+N-Methyltransferase/df
PatRef	742	Prolidase deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Prolidase+deficiency%5Btw%5D+OR+%28dipeptidases/df+AND+proline+dipeptidase%5Bnm%5D%29
PatRef	3196	Steroid dehydrogenase deficiency - dental anomalies	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=dental+aberrations+AND+steroid+oxidoreductases+dehydrogenase+deficiency
PatRef	859	Transcobalamin II deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=transcobalamins/df%5Bmajr%5D
PatRef	726	Alpers syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=alpers%5Bti%5D+OR+%28Diffuse+Cerebral+Sclerosis+of+Schilder+AND+alpers%5Btw%5D%29
PatRef	1573	Juvenile macular degeneration - hypotrichosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28macular+degeneration%5Bmh%5D+OR+macular+dystrophy%5Bti%5D%29+AND+hypotrichosis
PatRef	1596	Distal monosomy 15q	PubMed	neant
PatRef	1606	Distal monosomy 1p36	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(deletion%5Bti%5D+OR+monosomy+OR+loss%5Bti%5D)+1p36%5Bti%5D
PatRef	1617	Deletion 2q24	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28Monosomy+OR+deletion%5Bti%5D%29+AND+2q24*%5Bti%5D
PatRef	1647	Oculocerebrocutaneous syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Oculocerebrocutaneous%5Bti%5D
PatRef	1653	Dentin dysplasia	PubMed	neant
PatRef	1657	Dermatoosteolysis, Kirghizian type	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=ulcer+skin+osteolysis+anodontia+oligodontia
PatRef	1658	Absence of fingerprints - congenital milia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(dermatoglyphics%2Fab+OR+Fingerprints+absence)+congenital+milia
PatRef	1659	Dermatoleukodystrophy	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Dermatoleukodystrophy%5BAll+Fields%5D
PatRef	1660	Dermo-odonto dysplasia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=DERMOODONTODYSPLASIA
PatRef	1662	Lethal dermopathy restrictive	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=dermopathy+AND+restrictive%5Bti%5D+OR+%28%28tight+skin%5Btw%5D+OR+HYPERKERATOSIS%5Bti%5D%29+contracture%29
PatRef	1667	Wolcott-Rallison syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Wolcott+Rallison%5Btw%5D
PatRef	1674	Digitorenocerebral syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=digito+reno+cerebral%5Btw%5D+OR+Eronen+syndrome%5Btw%5D
PatRef	1678	Dincsoy-Salih-Patel syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=cleft+lip+palate+hypotelorism+short+limbs
PatRef	1682	Arterial dissection - lentiginosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28aneurysm%2C+dissecting+OR+arterial+dissection*%5Btw%5D%29+%28lentiginosis+OR+lentiginose*%29
PatRef	1756	Caudal duplication	PubMed	neant
PatRef	1757	Fibular dimelia - diplopodia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=2309762%5Bpmid%5D+OR+11143474%5Bpmid%5D+OR+8884081%5Bpmid%5D+OR+8459012%5Bpmid%5D+OR+2394051%5Bpmid%5D+OR+10525205%5Bpmid%5D
PatRef	1766	Dysequilibrium syndrome	PubMed	neant
PatRef	1772	45,X/46,XY gonadal dysgenesis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Gonadal+Dysgenesis%2C+Mixed%5Bmh%5D+OR+Gonadal+dysgenesis%5Bti%5D+mixed%5Bti%5D
PatRef	1777	Temtamy syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Craniofacial+%28abnormalities+OR+dysmorphism%29+coloboma+AND+corpus+callosum
PatRef	1784	Acro-fronto-facio-nasal dysostosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Acro+fronto+facio+nasal+OR+acrofrontofacionasal
PatRef	1786	Acrofacial dysostosis, Catania type	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28dysostoses%5Bmh%5D+OR+dysostose*%5Btw%5D+OR+dysostosis%5Btw%5D%29+AND+catania%5Btw%5D
PatRef	1788	Acrofacial dysostosis, Rodriguez type	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28dysostoses%5Bmh%5D+OR+dysostos*%5Btw%5D%29+AND+rodriguez%5Btw%5D
PatRef	1790	Hypomandibular faciocranial dysostosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Hypomandibular+faciocranial+dysostosis
PatRef	1792	Humerospinal dysostosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=humero+spinal+dysostos*%5Btw%5D
PatRef	1799	Familial developmental dysphasia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(specific+language+impairment%5Btw%5D+OR+Developmental+dysphasia%5Btw%5D)+(familial+OR+hereditary+OR+inherited)+OR+Language+Development+Disorders%2Fge
PatRef	1804	Dyssegmental dysplasia - glaucoma	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Dyssegmental+dysplasia+glaucoma
PatRef	251	Multiple epiphyseal dysplasia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Epiphyseal+dysplasia%5Btw%5D+AND+multiple%5Bti%5D
PatRef	1831	Iris dysplasia - hypertelorism - deafness	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=iris+dysplasia+hypertelorism+psychomotor+retardation
PatRef	1838	Metaphyseal dysplasia without hypotrichosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Pyle%5Bti%5D+AND+Bone+Diseases%5Bmh%5D+OR+Metaphyseal+dysplasia%5Bti%5D+NOT+hypotrichosis
PatRef	1839	Mucoepithelial dysplasia hereditary	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=mucoepithelial+dysplasia%5Btw%5D
PatRef	1842	Lethal bone dysplasia, Holmgren type	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=diastrophic+dysplasia%5Bti%5D+lethal%5Bti%5D
PatRef	1850	Renal dysplasia - megalocystis - sirenomelia	PubMed	neant
PatRef	254	Spondylometaphyseal dysplasia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Spondylometaphyseal%5Bti%5D
PatRef	1858	Skeletal dysplasia - epilepsy - short stature	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Gurrieri%5Btw%5D
PatRef	1860	Thanatophoric dwarfism type I	PubMed	neant
PatRef	1871	Progressive cone dystrophy	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=cone%5Bti%5D+dystroph*%5Bti%5D+dominant
PatRef	1872	Cone rod dystrophy	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=cone+rod%5Bti%5D+dystroph*%5Bti%5D
PatRef	1875	Muscular dystrophy - congenital infantile cataract - hypogonadism	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=cataract+hypogonadism+muscular+dystrophy+OR+(Bassoe%5B1au%5D+Muscular+Dystrophies)
PatRef	1807	Facial ectodermal dysplasia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Setleis+syndrome%5Btw%5D+OR+Setleis%5B1au%5D
PatRef	1888	Ectrodactyly - ectodermal dysplasia without clefting	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=split-hand/split-foot+ectodermal+dysplasia+normal+lip
PatRef	1892	Ectrodactyly - polydactyly	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28ectrodactyly%5Bti%5D+OR+ectromelia%5Bmajr%5D%29+%28polydactyly%5Bmajr%5D+OR+polydactyl*%5Bti%5D%29+humans
PatRef	1896	EEC syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=EEC+syndrome%5Btw%5D+OR+%28Ectrodactyly+ectodermal+dysplasia+cleft*+syndrome%29
PatRef	1906	Fetal valproate syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Fetal+valproic+syndrome+OR+%28Valproic+Acid/ae+Abnormalities%2C+Drug-Induced%29
PatRef	1908	Aminopterin embryofetopathy	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Aminopterin/ae%5Bmh%3Anoexp%5D+%28Abnormalities%2C+Drug-Induced+OR+embryopathy%29+humans
PatRef	1909	Indomethacin embryofetopathy	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Indomethacin/ae+%28Abnormalities%2C+Drug-Induced+OR+embryopathy%29+humans
PatRef	1910	Fetal iodine syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Fetal+iodine%5Bti%5D+OR+endemic+cretinism%5Btw%5D+Congenital+Hypothyroidism
PatRef	1911	Cocaine embryofetopathy	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Cocaine/ae+%28Abnormalities%2C+Drug+Induced+OR+embryopathy+OR+Neonatal+Abstinence+Syndrome%29+humans
PatRef	1918	Fetal minoxidil syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=minoxidil+%28Abnormalities%2C+Drug+Induced+OR+embryopathy%29
PatRef	1912	Fetal hydantoin syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28fetal+hydantoin+syndrome%5Btw%5D+OR+%28phenytoin/ae+%28Abnormalities%2C+Drug+Induced+OR+embryopathy%29%29%29+humans
PatRef	1913	Fetal trimethadione syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=trimethadione/ae+%28Abnormalities%2C+Drug+Induced+OR+embryopathy%29+humans
PatRef	1914	Oral anticoagulant therapy, embryofetopathy due to	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=warfarin/ae+%28Abnormalities%2C+Drug+Induced+OR+embryopathy%29+humans
PatRef	294	Fetal cytomegalovirus syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28cytomegalovirus%5Bmajr%5D+OR+cytomegalovirus+infections%5Bmajr%5D%29+%28fetal+diseases%5Bmajr%3Anoexp%5D+OR+fetus%5Bmajr%5D%29
PatRef	1916	Diethylstilbestrol syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Diethylstilbestrol/ae+%28Abnormalities%2C+drug+induced+OR+Prenatal+Exposure+Delayed+Effects%29+humans
PatRef	1917	Fetal methylmercury syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Methylmercury+Compounds/ae+%28Abnormalities%2C+drug+induced+OR+embryopathy+OR+Prenatal+Exposure+Delayed+Effects%29+humans
PatRef	1919	Phenobarbital embryopathy	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Phenobarbital/ae+%28Abnormalities%2C+drug+induced+OR+embryopathy+OR+Prenatal+Exposure+Delayed+Effects%29+humans
PatRef	1920	Toluene embryopathy	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=toluene%5Bmh%5D+%28Abnormalities%2C+drug+induced+OR+embryopathy+OR+Prenatal+Injuries%29+humans%5Bmh%5D+OR+Toluene+embryopathy%5Btw%5D
PatRef	1923	Methimazole embryofetopathy	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Methimazole%5Bmh%5D+%28Abnormalities%2C+drug+induced+OR+embryopathy+OR+Prenatal+Injuries%29+humans%5Bmh%5D
PatRef	2209	Maternal hyperphenylalaninemia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28%28neonatal%5Bti%5D+OR+Maternal%5BTW%5D+OR+fetus%5Bti%5D%29+AND+phenylketonuria%5Bti%5D%29+OR+%22phenylketonuria%2C+maternal%22%5BMH%5D
PatRef	1937	Eng-Strom syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=short+stature+intrauterine+growth+retardation+recurrent+locking+fingers
PatRef	1952	Pacman dysplasia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Pacman+dysplasia+OR+%28epiphyseal+stippling+osteoclastic+hyperplasia%29
PatRef	1954	Congenital lethal erythroderma	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%22dermatitis%2C+exfoliative/congenital%22%5BMesh+Terms%5D+AND+lethal%5BAll+Fields%5D
PatRef	1955	Erythrokeratodermia ataxia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Erythrokeratodermia+ataxia
PatRef	1956	Erythromelalgia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=familial+erythromelalgia
PatRef	1969	Faces syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Friedman%5B1au%5D+faces%5Btw%5D+Goodman
PatRef	1970	Facial dysmorphism - macrocephaly - myopia - Dandy-Walker malformation	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Facial+dysmorphism+macrocephaly+myopia+dandy+walker
PatRef	1972	Lethal faciocardiomelic dysplasia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Faciocardiomelic+dysplasia+lethal
PatRef	1975	Facio-oculo-acoustico-renal syndrome	PubMed	neant
PatRef	1984	Fechtner syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=%22Fechtner+syndrome%22+OR+((thrombocytopenia+OR+macrothrombocytopenia)+(inclusion*%5Bti%5D+OR+MYH9))
PatRef	1993	Pai syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=median+cleft+corpus+callosum+lipoma+OR+Pai+syndrome%5Btw%5D
PatRef	1997	Blepharo-cheilo-odontic syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28Clefting%5Bti%5D+OR+cleft+palate%5Bmajr%5D%29+ectropion+OR+%28Blepharocheilodontic+OR+Blepharo+cheilo+dontic%29
PatRef	2004	Laryngo-tracheo-esophageal cleft	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Laryngeal+cleft*%5Btw%5D+OR+laryngotracheal+cleft*%5Btw%5D
PatRef	2007	Alar cartilages hypoplasia - coloboma - telecanthus	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=frontonasal+dysplasia+AND+alar*
PatRef	2008	Cleft palate - cardiac defect - genital anomalies - ectrodactyly	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=ectrodactyly+cleft+palate+heart+defect+OR+acro+cardio+facial%5Btw%5D
PatRef	2021	Fibrochondrogenesis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Fibrochondrogenesis
PatRef	2022	Endomyocardial fibroelastosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Endomyocardial+fibroelastosis%5Bti%5D+OR+endocardial+fibroelastosis%5Bmajr%5D
PatRef	2024	Autosomal dominant gingival fibromatosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Gingival+fibromatosis+NOT+Fibromatosis%2C+Gingival/di
PatRef	2028	Juvenile hyaline fibromatosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Fibromatosis+hyaline+%28juvenile+OR+infant+OR+child%29
PatRef	2036	Scalp-ear-nipple syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Scalp-ear-nipple%5BAll+Fields%5D+AND+%28%22syndrome%22%5BMeSH+Terms%5D+OR+syndrome%5BText+Word%5D%29
PatRef	2824	Paraplegia - intellectual deficit - hyperkeratosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Paraplegia+mental+retardation+hyperkeratosis
PatRef	2045	FLOTCH syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28epidermal+cyst+OR+sebaceous+cyst*%5Btw%5D+OR+trichilemmal+cyst*%5Btw%5D%29+%28white+nail*%5Btw%5D+OR+leukonychia%29
PatRef	2047	Flynn-Aird syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=flynn-aird+syndrome+OR+%28flynn+aird%29
PatRef	2050	Cole-Carpenter syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28Osteogenesis+Imperfecta+OR+Bone+fragility%29+craniosynostosis+proptosis+hydrocephalus
PatRef	2055	Growth deficiency - brachydactyly - dysmorphism	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=frias%5Btw%5D+OR+growth%5Bti%5D+facial%5Bti%5D+brachydactyl*
PatRef	1791	Fronto-facio-nasal dysostosis	PubMed	neant
PatRef	1826	Frontometaphyseal dysplasia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28Frontometaphyseal+OR+Fronto+metaphyseal%29+dysplasia
PatRef	250	Frontonasal dysplasia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28Frontonasal+OR+Fronto+nasal%5Btw%5D%29+dysplasia
PatRef	1828	Frontonasal dysplasia - Klippel-Feil syndrome	PubMed	neant
PatRef	2059	Fryns syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Fryns%5Bti%5D+syndrome
PatRef	2060	Fukuda-Miyanomae-Nakata syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=cleidocranial+dysplasia+psoriasis
PatRef	2061	Fuqua-Berkovitz syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=ambiguous+genitalia+normal+Mullerian+normal+testes+Abnormal+gonadal+differentiation
PatRef	2065	Galloway-Mowat syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=microcephaly+nephrotic+syndrome+OR+Galloway+Mowat%5Btw%5D
PatRef	2067	GAPO syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Gapo+syndrome
PatRef	2068	Gardner-Morrison-Abbott syndrome	PubMed	neant
PatRef	2078	Geroderma osteodysplastica	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Geroderm*+osteodysplastic*
PatRef	2084	Glaucoma - ectopia - microspherophakia - stiff joints - short stature	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Glaucoma+(lens+ectopia+(stiff+joints+OR+stiffness+OR+ankylosis)+OR+GEMSS%5Btw%5D)
PatRef	2092	Focal dermal hypoplasia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Focal+dermal+hypoplasia%5Bti%5D+OR+Focal+dermal+hypoplasia%5Bmajr%5D+OR+Goltz+syndrome%5Btw%5D+OR+(Van+Allen%5B1au%5D+consanguinous%5Bti%5D)
PatRef	376	Gordon syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28Arthrogryposis+distal+%28type3%5Btw%5D+OR+type2a%5Btw%5D+OR+type+IIa%5Btw%5D%29%29+OR+%28Camptodactyl*+cleft+palate+clubfoot%29
PatRef	2095	Gorlin-Chaudhry-Moss syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Gorlin-Chaudhry-Moss+syndrome
PatRef	2098	Acromesomelic dysplasia, Grebe type	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28Acromesomelic+dysplasia+OR+Chondrodysplasia+OR+achondrogenesis+OR+syndrome+OR+dysplasia%29+Grebe%5Btw%5D
PatRef	380	Greig syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28Greig%5Btw%5D+OR+cephalopolysyndactyly%29+syndrome
PatRef	2109	Hallermam-Streiff like syndrome	PubMed	neant
PatRef	2117	Hartsfield-Bixler-Demyer syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=holoprosencephaly+ectrodactyly+cleft+lip+palate
PatRef	2994	Short stature - craniofacial anomalies - genital hypoplasia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28Pterygia+mental+retardation+facial+dysmorphism%29+OR+%28Haspeslagh+syndrome%5BTitle/Abstract%5D%29
PatRef	2119	HEC syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=hydrocephalus+endocardial+fibroelastosis+cataract
PatRef	2120	Heckenlively syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Heckenlively%5B1au%5D+cataract+myopia
PatRef	2129	Hemihypertrophy intestinal web corneal opacity	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=corneal+opacity%5Bmh%5D+intestines%2Fab+Skin+Diseases
PatRef	2130	Hemimelia	PubMed	neant
PatRef	2136	Hennekam syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(lymphedema%5Bmajr%5D+Lymphangiectasis,+Intestinal%5Bmh%5D)+OR+(lymphedema%5Bti%5D+lymphangiectasia%5Bti%5D)+OR+Hennekam%5Bti%5D
PatRef	2138	Ovotesticular disorder of sex development	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28True+hermaphroditism%5Bti%5D+OR+hermaphroditism%2C+true%5Bmh%5D%29+%28humans+OR+patient+OR+patients%29
