Name of the table	ORPHA number	Disease label	Type of label (Pat= main name; syn= synonym)
PatAls	2737	River blindness	Syn
PatAls	3343	Toxocariasis	Pat
PatAls	3392	Tularemia	Pat
PatAls	1063	Tufted angioma	Pat
PatAls	1063	Nakagawa's angioblastoma	Syn
PatAls	2122	Kaposiform hemangioendothelioma	Pat
PatAls	2591	Infantile myofibromatosis	Pat
PatAls	2415	LM	Syn
PatAls	2415	Lymphangioma	Syn
PatAls	2415	Lymphatic malformation	Pat
PatAls	655	Nephronophthisis, autosomal recessive	Syn
PatAls	655	Medullary cystic kidney disease, autosomal recessive	Pat
PatAls	656	Nephrosis, idiopathic, familial form	Syn
PatAls	656	Nephrotic syndrome, idiopathic, steroid-resistant, familial	Pat
PatAls	220	Drash syndrome	Syn
PatAls	220	Denys-Drash syndrome	Pat
PatAls	220	Wilms tumor and pseudohermaphroditism	Syn
PatAls	137	CDG syndrome	Pat
PatAls	137	Congenital Disorders of Glycosylation	Syn
PatAls	137	Carbohydrate deficient glycoprotein syndrome,	Syn
PatAls	5	LCHAD deficiency	Syn
PatAls	5	3-hydroxyacyl-CoA dehydrogenase, long chain, deficiency of	Pat
PatAls	407	Glycine encephalopathy	Syn
PatAls	407	Glycine synthase deficiency	Syn
PatAls	407	Hyperglycinemia, isolated nonketotic	Pat
PatAls	35	Propionic acidemia	Pat
PatAls	35	Glycinemia, ketotic	Syn
PatAls	35	Propionyl-CoA carboxylase deficiency	Syn
PatAls	663	Progressive external ophthalmoplegia	Pat
PatAls	663	Chronic progressive external ophthalmoplegia (CPEO)	Syn
PatAls	2968	Leukocyte adhesion deficiency	Pat
PatAls	618	Melanoma, familial	Pat
PatAls	309	Epilepsy, partial, familial	Pat
PatAls	359	Glaucoma, hereditary	Pat
PatAls	25	Glutaricaciduria, type 1	Syn
PatAls	25	Glutaryl-CoA dehydrogenase deficiency	Pat
PatAls	85	CDA	Syn
PatAls	85	Dyserythropoietic anemia, congenital	Pat
PatAls	1246	Biemond syndrome	Syn
PatAls	1246	Brachydactyly - nystagmus - cerebellar ataxia	Pat
PatAls	177	Chondrodysplasia punctata, rhizomelic type	Pat
PatAls	175	Cartilage-hair hypoplasia	Pat
PatAls	175	Metaphyseal chondrodysplasia, McKusick type	Syn
PatAls	175	Metaphyseal chondrodysplasia, autosomal recessive type	Syn
PatAls	209	Cutis laxa	Pat
PatAls	42	MCAD deficiency	Syn
PatAls	42	Acyl-CoA dehydrogenase, medium chain, deficiency of	Pat
PatAls	299	Enolase deficiency	Pat
PatAls	2364	Lactate dehydrogenase deficiency	Pat
PatAls	711	Phosphoglucomutase deficiency	Pat
PatAls	818	RSH syndrome	Syn
PatAls	818	Smith-Lemli-Opitz syndrome	Pat
PatAls	818	7-dehydrocholesterol reductase deficiency	Syn
PatAls	2066	Gaba transaminase deficiency	Syn
PatAls	2066	Gamma aminobutyric acid transaminase deficiency	Pat
PatAls	300	Bifunctional enzyme deficiency	Pat
PatAls	3276	Plasmalogenes synthesis deficiency, isolated	Pat
PatAls	1939	Envenomization by bothrops lanceolatus	Pat
PatAls	1939	Envenomization by the Martinique lancehead viper	Syn
PatAls	2284	T cell immunodeficiency, primary	Pat
PatAls	519	Leukemia, myeloid, acute	Pat
PatAls	519	Acute myelogenous leukemia	Syn
PatAls	519	Acute non-lymphoblastic leukemia	Syn
PatAls	82	Hereditary thrombophilia due to congenital antithrombin deficiency	Pat
PatAls	82	Hereditary thrombophilia due to congenital antithrombin 3 deficiency	Syn
PatAls	913	Zollinger-Ellison syndrome	Pat
PatAls	1223	Balantidiasis	Pat
PatAls	1223	Balantidiosis	Syn
PatAls	1223	Ciliary dysentery	Syn
PatAls	3345	Toxoplasmosis	Pat
PatAls	3318	Thrombocythemia, essential	Pat
PatAls	405	Hypercalcemia, familial, benign	Syn
PatAls	405	Hypocalciuric hypercalcemia, familial	Pat
PatAls	2194	Anti-HLA hyperimmunization	Pat
PatAls	2596	Myopathy and diabetes mellitus	Pat
PatAls	1670	Diarrhea chronic with villous atrophy	Pat
PatAls	2966	Properdin deficiency	Pat
PatAls	347	Frasier syndrome	Pat
PatAls	160	Castleman disease	Pat
PatAls	160	Angiofollicular lymph hyperplasia	Syn
PatAls	160	Angiofollicular ganglionic hyperplasia	Syn
PatAls	2841	Hailey-Hailey disease	Syn
PatAls	2841	Pemphigus, benign chronic familial	Pat
PatAls	2841	Benign chronic familial pemphigus of Hailey-Hailey	Syn
PatAls	18	Renal tubular acidosis, distal	Pat
PatAls	18	Renal tubular acidosis, type 1	Syn
PatAls	18	Distal primary acidosis, familial	Syn
PatAls	2197	Hypercalciuria, idiopathic	Pat
PatAls	1309	Cacchi-Ricci disease	Pat
PatAls	1309	Medullary sponge kidney	Syn
PatAls	1309	Precalicial canalicular ectasia	Syn
PatAls	2611	Linear hamartoma syndrome	Syn
PatAls	2611	Linear verrucous nevus syndrome	Pat
PatAls	809	MCTD	Syn
PatAls	809	Sharp syndrome	Syn
PatAls	809	Mixed connective tissue disease	Pat
PatAls	1866	Focal dystonia	Pat
PatAls	2073	Gelineau disease	Syn
PatAls	2073	Narcolepsy-cataplexy	Pat
PatAls	1576	Striatal degeneration, familial	Syn
PatAls	1576	Infantile striatonigral necrosis	Syn
PatAls	1576	Striatonigral degeneration, infantile	Pat
PatAls	1576	Infantile bilateral striatal necrosis	Syn
PatAls	441	PAF	Syn
PatAls	441	Pure dysautonomia	Syn
PatAls	441	Pure autonomic failure	Pat
PatAls	441	Bradbury-Eggleston syndrome	Syn
PatAls	441	Idiopathic orthostatic hypotension	Syn
PatAls	256	DYT1	Syn
PatAls	256	Oppenheim's dystonia	Syn
PatAls	256	Idiopathic dystonia DYT1	Syn
PatAls	256	Idiopathic torsion dystonia	Syn
PatAls	256	Early onset torsion dystonia	Pat
PatAls	256	Dystonia musculorum deformans	Syn
PatAls	1320	Camptocormia	Pat
PatAls	1320	Camptocormism	Syn
PatAls	751	Pseudoarylsulfatase A deficiency	Pat
PatAls	1018	Diffuse leiomyomatosis - Alport syndrome X-linked	Pat
PatAls	306	Benign familial infantile seizures	Pat
PatAls	306	Epilepsy, benign familial infantile	Syn
PatAls	306	Benign familial infantile convulsions	Syn
PatAls	328	Congenital factor X deficiency	Pat
PatAls	328	Stuart-Prower factor deficiency	Syn
PatAls	328	Congenital Stuart factor deficiency	Syn
PatAls	2132	Hemoglobin C disease	Pat
PatAls	2133	Hemoglobin E disease	Pat
PatAls	288	Elliptocytosis, hereditary	Pat
PatAls	3203	Overhydrated hereditary stomatocytosis	Pat
PatAls	3202	Xerocytosis, hereditary	Syn
PatAls	3202	Dehydrated hereditary stomatocytosis	Pat
PatAls	1544	Adolescent benign focal crisis	Pat
PatAls	2385	Leukodystrophy, Reunion type	Pat
PatAls	135	CACH syndrome	Pat
PatAls	135	Myelinosis centralis diffusa	Syn
PatAls	135	Leukoencephalopathy with vanishing white matter	Syn
PatAls	135	Childhood ataxia with diffuse central nervous system hypomyelination	Syn
PatAls	2794	Otosclerosis, familial	Pat
PatAls	2781	Osteopetrosis	Pat
PatAls	132	Butyrylcholinesterase deficiency	Pat
PatAls	521	Chronic myeloid leukemia	Pat
PatAls	521	Leukemia, chronic myelogenous	Syn
PatAls	521	Leukemia, chronic granulocytic	Syn
PatAls	1333	Pancreatic carcinoma, familial	Pat
PatAls	1333	Pancreatic cancer, familial form	Syn
PatAls	2345	Klippel-Feil sequence	Syn
PatAls	2345	Klippel-Feil malformation	Syn
PatAls	2345	Isolated Klippel-Feil syndrome	Pat
PatAls	2345	Fused cervical segments, congenital	Syn
PatAls	2345	Cervical vertebral fusion, congenital	Syn
PatAls	1172	ARCA	Syn
PatAls	1172	Autosomal recessive cerebellar ataxia	Pat
PatAls	3280	Hydromelia	Syn
PatAls	3280	Syringomyelia	Pat
PatAls	2542	Anophtalmia, clinical	Syn
PatAls	2542	Anophtalmia, primitive	Syn
PatAls	2542	Microphthalmia pure, isolated	Syn
PatAls	2542	Anophthalmia - Microphthalmia, isolated	Pat
PatAls	2478	Van der Knapp syndrome	Syn
PatAls	2478	Megalencephalic leukodystrophy	Syn
PatAls	2478	Megalencephaly - cystic leukodystrophy	Pat
PatAls	2478	Megalencephalic leukoencephalopathy with subcortical cysts	Syn
PatAls	503	Larsen syndrome	Pat
PatAls	2260	Oligomeganephronia	Pat
PatAls	2260	Renal hypoplasia, oligomeganephronic	Syn
PatAls	1652	Dent syndrome	Pat
PatAls	1652	Nephrolithiasis, hypercalciuric, X-linked	Syn
PatAls	1652	Fanconi syndrome, renal, with nephrocalcinosis and renal stones	Syn
PatAls	757	Gordon syndrom	Syn
PatAls	757	Hypertensive hyperkalemia	Syn
PatAls	757	Pseudohypoaldosteronism, type 2	Pat
PatAls	757	Hyperkaliemia - hypertension, Gordon type	Syn
PatAls	223	Diabetes insipidus, nephrogenic	Pat
PatAls	3337	Primary Fanconi syndrome	Pat
PatAls	3337	Primary Fanconi renotubular syndrome	Syn
PatAls	758	Pseudoxanthoma elasticum	Pat
PatAls	758	Gronblad-Strandberg-Touraine syndrome	Syn
PatAls	419	Hyperprolinemia type I	Pat
PatAls	419	Proline oxydase deficiency	Syn
PatAls	1501	Adrenocortical carcinoma	Pat
PatAls	513	Leukemia, lymphoblastic, acute	Pat
PatAls	1957	Esthesioneuroblastoma	Pat
PatAls	2030	Fibrosarcoma	Pat
PatAls	2126	Hemangiopericytoma	Pat
PatAls	2677	Neuroepithelioma	Pat
PatAls	3148	Neurofibrosarcoma	Syn
PatAls	3148	Neurogenic sarcoma	Syn
PatAls	3148	Schwannoma, malignant	Pat
PatAls	3148	Malignant peripheral nerve sheath tumor	Syn
PatAls	3273	Synovialosarcoma	Pat
PatAls	391	Classical Hodgkin disease	Syn
PatAls	391	Hodgkin lymphoma, classical	Pat
PatAls	543	Burkitt lymphoma	Pat
PatAls	543	Small non-cleaved cell lymphoma	Syn
PatAls	541	Primary cutaneous anaplastic large cell lymphoma	Pat
PatAls	301	Ependymoma	Pat
PatAls	616	Medulloblastoma	Pat
PatAls	616	Neuroectodermal tumor, primitive	Syn
PatAls	360	Glioblastoma	Pat
PatAls	360	Glioblastoma multiforme	Syn
PatAls	94	Astrocytoma	Pat
PatAls	668	Osteosarcoma	Pat
PatAls	668	Osteogenic sarcoma	Syn
PatAls	319	Ewing sarcoma	Pat
PatAls	876	Yolk sac tumor	Pat
PatAls	876	Endodermal sinus tumor	Syn
PatAls	883	Teratoma	Pat
PatAls	842	Dysgerminoma	Syn
PatAls	842	Testicular seminoma	Pat
PatAls	3398	Thymic epithelial tumor	Pat
PatAls	547	NHL	Syn
PatAls	547	Non-Hodgkin lymphoma	Pat
PatAls	3395	Brain tumor	Pat
PatAls	389	Histiocytosis X	Syn
PatAls	389	Langerhans cell histiocytosis	Pat
PatAls	389	Langerhans cell granulomatosis	Syn
PatAls	3393	Bone tumor	Pat
PatAls	3399	Malignant germ-cell tumor	Pat
PatAls	285	EDS III	Syn
PatAls	285	Ehlers-Danlos syndrome, type 3	Pat
PatAls	285	Ehlers-Danlos syndrome, hypermobile type	Syn
PatAls	286	EDS IV	Syn
PatAls	286	Sack-Barabas syndrome	Syn
PatAls	286	Ehlers-Danlos syndrome, type 4	Pat
PatAls	286	Ehlers-Danlos syndrome, vascular type	Syn
PatAls	1900	EDS VI	Syn
PatAls	1900	Ehlers-Danlos syndrome, type 6	Pat
PatAls	1900	Ehlers-Danlos syndrome, kyphoscoliotic type	Syn
PatAls	1899	EDS VII	Syn
PatAls	1899	Ehlers-Danlos syndrome, type 7	Pat
PatAls	1899	Ehlers-Danlos syndrome, arthrochalasic type	Syn
PatAls	1901	EDS VII C	Syn
PatAls	1901	Ehlers-Danlos syndrome, type 7C	Pat
PatAls	1901	Ehlers-Danlos syndrome, dermatosparaxis type	Syn
PatAls	257	EBS-MD	Syn
PatAls	257	Limb girdle dystrophy with epidermolysis bullosa simplex	Syn
PatAls	257	Epidermolysis bullosa simplex - limb girdle muscular dystrophy	Pat
PatAls	804	Mesangial sclerosis, diffuse	Pat
PatAls	804	Nephrotic syndrome with diffuse mesangial sclerosis	Syn
PatAls	839	Finnish congenital nephrosis	Syn
PatAls	839	Nephrotic syndrome, congenital, Finnish type	Pat
PatAls	3394	Soft tissue sarcomas	Pat
PatAls	3394	Malignant mesenchymal tumor	Syn
PatAls	531	Monosomy 17p13.3	Syn
PatAls	531	Miller-Dieker syndrome	Pat
PatAls	531	Telomeric deletion 17p	Syn
PatAls	531	Lissencephaly due to 17p13.3 deletion	Syn
PatAls	452	XLAG syndrome	Syn
PatAls	452	Lissencephaly, X-linked - agenesis of the corpus callosum - genital anomalies	Pat
PatAls	1084	Lissencephaly, type 1, isolated, without known genetic defects	Pat
PatAls	1083	Microlissencephaly	Pat
PatAls	1243	Best disease	Pat
PatAls	1243	Macular dystrophy, vitelliform	Syn
PatAls	329	Hemophilia C	Syn
PatAls	329	Rosenthal syndrome	Syn
PatAls	329	Rosenthal factor deficiency	Syn
PatAls	329	Congenital factor XI deficiency	Pat
PatAls	329	Plasma thromboplastin antecedent (PTA) deficiency	Syn
PatAls	823	Spina bifida	Pat
PatAls	1048	Anencephaly	Pat
PatAls	1194	ATP synthetase deficiency	Pat
PatAls	1194	Complex 5, mitochondrial respiratory chain, deficiency of	Syn
PatAls	772	Refsum disease, infantile form	Pat
PatAls	80	Hughes syndrome	Syn
PatAls	80	Antiphospholipid syndrome	Pat
PatAls	231	Dracunculiasis	Pat
PatAls	2035	Lymphatic filariasis	Pat
PatAls	2394	Lipoamide dehydrogenase deficiency	Pat
PatAls	2394	Dihydrolipoamide dehydrogenase deficiency	Syn
PatAls	2404	Loiasis	Pat
PatAls	2459	Mansonellosis	Pat
PatAls	829	Wissler-Fanconi syndrome	Syn
PatAls	829	Still's disease, adult onset	Pat
PatAls	2356	Arachnoid cyst	Pat
PatAls	1183	Kinsbourne syndrome	Syn
PatAls	1183	Dancing Eye syndrome	Syn
PatAls	1183	Opsoclonus-myoclonus syndrome	Pat
PatAls	1183	Ataxo-opso-myoclonus syndrome	Syn
PatAls	1929	Rasmussen syndrome	Syn
PatAls	1929	Rasmussen subacute encephalitis	Pat
PatAls	3096	Reye's syndrome	Pat
PatAls	1776	Tardive dyskinesia	Pat
PatAls	1776	Oral-facial dyskinesia	Syn
PatAls	176	Chondrodysplasia punctata, nonrhizomelic type	Pat
PatAls	890	Hepatic veno-occlusive disease	Pat
PatAls	890	Sinusoidal obstruction syndrome	Syn
PatAls	2686	Neutropenia cyclic	Pat
PatAls	2688	Neutropenia, idiopathic, adult form	Pat
PatAls	811	Shwachman-Diamond syndrome	Pat
PatAls	811	Lipomatosis of pancreas, congenital	Syn
PatAls	2689	Neutropenia intermittent	Pat
PatAls	2687	Neutropenia - hyperlymphocytosis with large granular lymphocytes	Pat
PatAls	336	Fibromuscular dysplasia of arteries	Pat
PatAls	741	Mitral valve prolapse, familial	Pat
PatAls	428	Autosomal dominant hypocalcemia	Pat
PatAls	2298	Insulin-resistance syndrome, type B	Pat
PatAls	2207	Hyperparathyroidism, primary, familial	Pat
PatAls	393	XX, male syndrome	Syn
PatAls	393	46,XX testicular DSD	Syn
PatAls	393	De la Chapelle syndrome	Syn
PatAls	393	46,XX testicular disorder of sex development	Pat
PatAls	77	Aniridia	Pat
PatAls	77	Deletion 11p	Syn
PatAls	2637	Microcephalic osteodysplastic primordial short stature, type 2	Pat
PatAls	592	Macrophagic myofasciitis	Pat
PatAls	178	Chordoma	Pat
PatAls	639	Polyneuropathy associated with IgM monoclonal gammapathy with anti-MAG	Pat
PatAls	662	Yellow nail syndrome	Pat
PatAls	662	Lymphedema - yellow nails	Syn
PatAls	537	Lyell syndrome	Pat
PatAls	793	SAPHO syndrome	Pat
PatAls	793	Synovitis - acne - pustulosis - hyperostosis - osteitis	Syn
PatAls	651	Nystagmus, congenital, motor	Syn
PatAls	651	Nystagmus, idiopathic, congenital	Pat
PatAls	103	Optic atrophy	Pat
PatAls	317	Erythrokeratodermia variabilis, Mendes da Costa type	Pat
PatAls	629	Kowarski syndrome	Syn
PatAls	629	Nanism due to growth hormone qualitative anomaly	Pat
PatAls	632	Nanism due to growth hormone isolated deficiency with X-linked hypogammaglobulinemia	Pat
PatAls	248	Ectodermal dysplasia, hypohidrotic, autosomal recessive	Pat
PatAls	1810	Autosomal dominant hypohidrotic ectodermal dysplasia	Pat
PatAls	3437	Uveomenigitic syndrome	Syn
PatAls	3437	Vogt-Koyanagi-Harada disease	Pat
PatAls	2032	Interstitial lung disease	Syn
PatAls	2032	Pulmonary fibrosis, idiopathic	Pat
PatAls	2032	Usual interstitial pneumonia (UIP)	Syn
PatAls	1303	BOOP	Syn
PatAls	1303	Constrictive bronchiolitis	Syn
PatAls	1303	Bronchiolitis obliterans with obstructive pulmonary disease	Pat
PatAls	3348	Tracheopathia osteoplastica	Syn
PatAls	3348	Tracheobronchopathia osteochondroplastica	Pat
PatAls	2902	Carrington's disease	Syn
PatAls	2902	Chronic eosinophilic pneumonia	Syn
PatAls	2902	Eosinophilic pneumonia, chronic, idiopathic	Pat
PatAls	1302	Cryptogenic organizing pneumonia	Pat
PatAls	1302	Bronchiolitis obliterans organizing pneumonia	Syn
PatAls	198	Occipital horn syndrome	Pat
PatAls	891	Criswick-Schepens syndrome	Syn
PatAls	891	Exudative retinopathy, familial	Pat
PatAls	225	MIDD	Syn
PatAls	225	Mitochondrial diabetes	Syn
PatAls	225	Diabetes - deafness, maternally inherited	Pat
PatAls	225	Maternally inherited diabetes and deafness	Syn
PatAls	806	Scott syndrome	Pat
PatAls	130	SUNDS	Syn
PatAls	130	Brugada syndrome	Pat
PatAls	130	Ventricular fibrillation, idiopathic	Syn
PatAls	130	Sudden unexplained nocturnal death syndrome	Syn
PatAls	277	Adenosine deaminase deficiency	Syn
PatAls	277	Severe combined immunodeficiency due to adenosine deaminase deficiency	Pat
PatAls	413	Hyperlipoproteinemia, type 4	Pat
PatAls	413	Familial hypertriglyceridemia	Syn
PatAls	413	Hyperlipoproteinemia, type IV	Syn
PatAls	426	Hypobetalipoproteinemia, familial form	Pat
PatAls	3008	Pyruvate carboxylase deficiency	Pat
PatAls	595	Centronuclear myopathy	Pat
PatAls	552	MODY syndrome	Pat
PatAls	552	Maturity Onset Diabetes of the Young	Syn
PatAls	854	Portal vein thrombosis	Pat
PatAls	854	Portal hypertension due to intrahepatic block	Syn
PatAls	298	MNGIE syndrome	Syn
PatAls	298	Myoneurogastrointestinal encephalopathy syndrome	Pat
PatAls	298	Mitochondrial neurogastrointestinal encephalomyopathy	Syn
PatAls	396	Chronic hiccup	Pat
PatAls	781	Q fever	Pat
PatAls	297	Tick-borne encephalitis	Pat
PatAls	302	Lutz-Lewandowsky epidermodysplasia verruciformis	Pat
PatAls	68	Amoebiasis due to free-living amoebae	Pat
PatAls	74	Angiostrongyliasis	Pat
PatAls	76	Anguillulosis	Pat
PatAls	78	Ankylostomiasis	Pat
PatAls	78	Ancylostomiasis	Syn
PatAls	78	Hookworms infection	Syn
PatAls	108	Babesiosis	Pat
PatAls	128	Bothriocephalosis	Pat
PatAls	182	Chromomycosis	Pat
PatAls	210	Cyclosporosis	Pat
PatAls	283	Demodicidosis	Pat
PatAls	390	Histoplasmosis	Pat
PatAls	390	Darling's disease	Syn
PatAls	400	Hydatidosis	Pat
PatAls	401	Hymenolepiasis	Pat
PatAls	430	Hypodermyiasis	Pat
PatAls	472	Isosporiasis	Pat
PatAls	504	Creeping myiasis	Pat
PatAls	504	Migratory myiasis	Syn
PatAls	504	Cutaneous larva migrans	Syn
PatAls	591	Furuncular myiasis	Pat
PatAls	591	Furunculoid myiasis	Syn
PatAls	591	Furunculous myiasis	Syn
PatAls	723	Pneumocystosis	Pat
PatAls	826	Sporotrichosis	Pat
PatAls	879	Tungiasis	Pat
PatAls	529	Roch-Leri mesosomatous lipomatosis	Pat
PatAls	224	NDM	Syn
PatAls	224	Diabetes mellitus, neonatal	Pat
PatAls	450	Heterotaxia	Pat
PatAls	450	Heterotaxy syndrome	Syn
PatAls	450	Visceral heterotaxy	Syn
PatAls	450	Lateralization defect	Syn
PatAls	520	Leukemia, promyelocytic, acute	Pat
PatAls	520	Acute myeloblastic leukemia, type 3	Syn
PatAls	520	Acute myeloid leukemia with t(15;17)(q22;q12);(PML/RARalpha) and variants	Syn
PatAls	517	Leukemia, myelomonocytic, acute	Pat
PatAls	514	Acute myeloblastic leukemia, type 5	Syn
PatAls	514	Leukemia, monoblastic/monocytic , acute	Pat
PatAls	318	Leukemia, erythroid, acute	Pat
PatAls	318	Acute myeloblastic leukemia, type 6	Syn
PatAls	518	Leukemia, megacaryoblastic, acute	Pat
PatAls	518	Acute myeloblastic leukemia, type 7	Syn
PatAls	898	Wagner disease	Pat
PatAls	898	Vitreoretinal degeneration, Wagner type	Syn
PatAls	123	Björnstad syndrome	Pat
PatAls	123	Deafness - pili torti - hypogonadism	Syn
PatAls	129	Pseudo-pelade of Brocq	Pat
PatAls	345	Dissecting cellulitis of the scalp	Pat
PatAls	168	Loose anagen syndrome	Pat
PatAls	168	Coloboma - hair abnormality	Syn
PatAls	169	Pili annulati	Syn
PatAls	169	Ringed hair disease	Pat
PatAls	170	Woolly hair	Pat
PatAls	170	Familial woolly hair syndrome	Syn
PatAls	170	Hereditary woolly hair syndrome	Syn
PatAls	202	Crandall syndrome	Pat
PatAls	202	Alopecia - deafness - hypogonadism	Syn
PatAls	222	Erosive pustular dermatosis of the scalp	Pat
PatAls	346	Quinquaud's decalvans folliculitis	Pat
PatAls	505	Lassueur-Graham-Little syndrome	Pat
PatAls	505	Picardi-Lassueur-Little syndrome	Syn
PatAls	2221	Hypertrichosis lanuginosa, acquired	Pat
PatAls	444	Marie Unna congenital hypotrichosis	Pat
PatAls	499	Kerion celsi	Pat
PatAls	492	Prolerating trichilemmal cyst	Pat
PatAls	525	Lichen planus follicularis	Pat
PatAls	573	Monilethrix	Pat
PatAls	840	Syringocystadenoma papilliferum	Pat
PatAls	840	Fistulous vegetative verrucous hydradenoma	Syn
PatAls	700	Alopecia totalis	Pat
PatAls	671	Cutis verticis gyrata	Pat
PatAls	720	Pili bifurcati	Pat
PatAls	719	Pili canulati	Pat
PatAls	864	Trichofolliculoma	Pat
PatAls	865	Trichomalacia	Pat
PatAls	866	Trichostasis spinulosa	Pat
PatAls	247	ARVC	Syn
PatAls	247	ARVD	Syn
PatAls	247	Arrhythmogenic right ventricular dysplasia	Pat
PatAls	247	Arrhythmogenic right ventricular cardiomyopathy	Syn
PatAls	334	Atrial fibrillation, familial	Pat
PatAls	615	Atrial myxoma, familial	Pat
PatAls	874	Heart tumor, adult	Pat
PatAls	1330	Atrioventricular canal, partial	Pat
PatAls	2452	Vascular malposition	Pat
PatAls	1677	Familial idiopathic dilatation of the right atrium	Pat
PatAls	1676	Pulmonary artery familial dilatation	Pat
PatAls	1666	Dextrocardia	Pat
PatAls	1461	Criss-cross heart	Pat
PatAls	1461	Twisted atrioventricular connections	Syn
PatAls	1205	Mitral atresia	Pat
PatAls	3192	Pulmonary supravalvular stenosis	Pat
PatAls	875	Heart tumor of the child	Pat
PatAls	875	Cardiac tumors of the child	Syn
PatAls	779	Reynolds syndrome	Pat
PatAls	764	Pyomyositis	Pat
PatAls	563	Meadows' syndrome	Syn
PatAls	563	Peripartum cardiomyopathy	Pat
PatAls	563	Postpartum cardiomyopathy	Syn
PatAls	81	Antisynthetase syndrome	Pat
PatAls	482	Kimura disease	Pat
PatAls	482	Eosinophilic lymphogranuloma	Syn
PatAls	889	Cutaneous small vessel vasculitis	Syn
PatAls	889	Angiitis, cutaneous leukocytoclastic	Pat
PatAls	889	Cutaneous hypersensitivity vasculitis	Syn
PatAls	838	Susac syndrome	Pat
PatAls	188	Clarkson disease	Syn
PatAls	188	Capillary leak syndrome	Pat
PatAls	3282	Chaotic atrial tachycardia	Pat
PatAls	658	Angioedema	Pat
PatAls	658	Angioneurotic edema	Syn
PatAls	658	Bradykinine-induced angioedema	Syn
