Orphanum	Name	ICD10 Reference
97245	Congenital myopathy	G71.2
97249	Pontocerebellar hypoplasia type 3	Q04.3
97252	Mega-cisterna magna	Q04.8
97279	Insulinoma	D13.7
97280	Glucagonoma	D13.7
97286	Carney-Stratakis syndrome	D44.8
97287	Bronchial endocrine tumor	D38.1
97289	Thymic endocrine tumor	D38.4
97290	Papillary thyroid carcinoma with renal papillary neoplasia	C73
97330	Thoracic outlet syndrome	G54.0
97342	Argyrophilic grain disease	G31.8
97343	Amyotrophic lateral sclerosis with frontotemporal dementia	G12.2
97343	Amyotrophic lateral sclerosis with frontotemporal dementia	G31.0
97349	Postencephalitic parkinsonism	G20
97349	Postencephalitic parkinsonism	F02.3
97355	Parkinsonism with dementia of Guadeloupe	F02.3
97355	Parkinsonism with dementia of Guadeloupe	G20
97593	Pseudohypoparathyroidism	E20.1
97685	Deletion 17q11	Q85.0
97927	Peripheral resistance to thyroid hormones	E03.0
98085	46,XY disorder of sex development	Q56.1
98097	Autosomal recessive cerebellar ataxia due to a DNA repair defect	G11.3
98203	Dystonia-plus syndrome	G24.1
98257	Neonatal epilepsy syndrome	G40.3
98258	Infantile epilepsy syndrome	G40.3
98259	Childhood-onset epilepsy syndrome	G40.3
98260	Adolescent-onset epilepsy syndrome	G40.3
98282	Plasma cell tumor	C90
98293	Hodgkin lymphoma	C81
98304	Lipodystrophy	E88.1
98305	Genetic lipodystrophy	E88.1
98306	Familial partial lipodystrophy	E88.1
98331	Male infertility with normal virilization due to a testicular defect	N46
98332	Male infertility with normal virilization due to developmental or structural testicular defect	N46
98335	Male infertility with normal virilization due to acquired testicular defect	N46
98336	Male infertility with normal virilization due to acquired testicular defect associated with mycoplasma infection	N46
98341	Male infertility with normal virilization due to a systemic disease	N46
98361	Iron deficiency anemia	D50
98365	Stomatocytosis	D58.8
98375	Autoimmune hemolytic anemia	D59.1
98396	Constitutional megaloblastic anemia due to vitamin B12 metabolism disorder	D51
98408	Folate-related megaloblastic anemia	D52
98415	Vitamin B12- and folate-independent megaloblastic anemia	D53
98426	Erythrocytosis	D75
98434	Combined deficiency of vitamin K-dependent clotting factors	D68.2
98473	Muscular dystrophy	G71.0
98491	Neuromuscular junction disease	G70
98494	Acquired neuromuscular junction disease	G70.0
98494	Acquired neuromuscular junction disease	G70.1
98494	Acquired neuromuscular junction disease	G70.8
98495	Genetic disease of neuromuscular junction	G70.2
98503	Motoneuron disease	G12
98505	Genetic motoneuron disease	G12
98516	Neocerebellar hypoplasia	Q04.3
98523	Pontocerebellar hypoplasia	Q04.3
98535	Frontotemporal degeneration with dementia	G31.0
98549	Cerebrovascular dementia	F01
98721	Congenital tricuspid malformation	Q22.9
98727	Atrial defect and interauricular communication	Q21.1
98754	Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15	Q87.1
98755	Spinocerebellar ataxia type 1	G11.8
98756	Spinocerebellar ataxia type 2	G11.8
98757	Spinocerebellar ataxia type 3	G11.8
98758	Spinocerebellar ataxia type 6	G11.8
98759	Spinocerebellar ataxia type 17	G11.8
98760	Spinocerebellar ataxia type 8	G11.8
98761	Spinocerebellar ataxia type 10	G11.8
98762	Spinocerebellar ataxia type 12	G11.8
98763	Spinocerebellar ataxia type 14	G11.8
98764	Spinocerebellar ataxia type 27	G11.8
98765	Spinocerebellar ataxia type 4	G11.8
98766	Spinocerebellar ataxia type 5	G11.8
98767	Spinocerebellar ataxia type 11	G11.8
98768	Spinocerebellar ataxia type 13	G11.8
98769	Spinocerebellar ataxia type 15	G11.8
98770	Spinocerebellar ataxia type 16	G11.8
98771	Spinocerebellar ataxia type 18	G11.8
98772	Spinocerebellar ataxia type 19	G11.8
98773	Spinocerebellar ataxia type 21	G11.8
98793	Prader-Willi syndrome due to paternal deletion of 15q11q13	Q87.1
98794	Angelman syndrome due to maternal 15q11q13 deletion	Q93.5
98795	Paternal uniparental disomy of chromosome 15	Q93.5
98805	Primary dystonia, DYT4 type	G24.1
98806	Primary dystonia, DYT6 type	G24.1
98807	Primary dystonia, DYT13 type	G24.1
98808	Autosomal dominant dopa-responsive dystonia	G24.1
98809	Paroxysmal kinesigenic dyskinesia	G25.5
98810	Paroxysmal non-kinesigenic dyskinesia	G25.5
98811	Paroxysmal exertion-induced dyskinesia	G25.5
98812	Paroxysmal hypnogenic dyskinesia	G25.5
98826	Refractory anemia	D46.7
98827	Unclassified myelodysplastic syndrome	D46.7
98831	Acute myeloid leukemia with 11q23 abnormalities	C92.7
98835	Acute undifferentiated leukemia	C95.0
98836	Bilineal acute leukemia	C95.0
98837	Acute biphenotypic leukemia	C95.0
98838	Mediastinal (thymic) large B-cell lymphoma	C83.3
98839	Intravascular large B-cell lymphoma	C83.3
98843	Nodular sclerosis classical Hodgkin lymphoma	C81.1
98844	Mixed cellularity classical Hodgkin lymphoma	C81.2
98845	Lymphocyte-rich classical Hodgkin lymphoma	C81.0
98846	Lymphocyte-depleted classical Hodgkin lymphoma	C81.3
98848	Indolent systemic mastocytosis	C96.2
98849	Systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease	C96.2
98850	Aggressive systemic mastocytosis	C96.2
98851	Mast cell leukemia	C94.3
98853	Autosomal dominant Emery-Dreifuss muscular dystrophy	G71.0
98855	Autosomal recessive Emery-dreifuss muscular dystrophy	G71.0
98856	Charcot-Marie-Tooth disease type 2B1	G60.0
98863	X-linked Emery-Dreifuss muscular dystrophy	G71.0
98864	Common hereditary elliptocytosis	D58.1
98865	Homozygous hereditary elliptocytosis	D58.1
98866	Spherocytic elliptocytosis	D58.1
98867	Hereditary pyropoikilocytosis	D58.1
98868	Southeast asian ovalocytosis	D58.1
98869	Congenital dyserythropoietic anemia type 1	D64.4
98870	Congenital dyserythropoietic anemia type 3	D64.4
98871	Transient erythroblastopenia of childhood	D60.1
98872	Adult pure red cell aplasia	D60.0
98873	Congenital dyserythropoietic anemia type 2	D64.4
98878	Hemophilia A	D66
98879	Hemophilia B	D67
98880	Familial afibrinogenemia	D68.2
98881	Familial dysfibrinogenemia	D68.2
98883	X-linked thrombocytosis	D75.2
98884	Autosomal dominant thrombocytosis	D75.2
98885	Bleeding diathesis due to glycoprotein VI deficiency	D69.8
98886	Bleeding diathesis due to integrin alpha2-beta1 deficiency	D69.8
98889	Bilateral perisylvian polymicrogyria	Q04.3
98892	Periventricular nodular heterotopia	Q04.8
98893	Congenital muscular dystrophy type 1B	G71.2
98894	Congenital muscular dystrophy type 1D	G71.2
98895	Muscular dystrophy, Becker type	G71.0
98896	Muscular dystrophy, Duchenne type	G71.0
98897	Oculopharyngodistal myopathy	G71.0
98902	Amish nemaline myopathy	G71.2
98904	Congenital myopathy with excess of thin filaments	G71.2
98905	Congenital multicore myopathy with external ophthalmoplegia	G71.2
98907	Dorfman-Chanarin disease	E75.5
98908	Neutral lipid storage myopathy	E75.5
98909	Desminopathy	G72.8
98913	Postsynaptic congenital myasthenic syndromes	G70.2
98914	Presynaptic congenital myasthenic syndromes	G70.2
98915	Synaptic congenital myasthenic syndromes	G70.2
98916	Acute inflammatory demyelinating polyradiculoneuropathy	G61.0
98917	Acute motor-sensory axonal neuropathy	G61.0
98918	Acute motor axonal neuropathy	G61.0
98919	Miller-Fisher syndrome	G61.0
98920	Spinal muscular atrophy with respiratory distress	G12.2
98922	Blake's pouch cyst	Q03.1
98923	Frontotemporal dementia lacking distinctive histopathology	G31.0
98924	Pallidopontonigral degeneration	F02.3
98924	Pallidopontonigral degeneration	G20
98929	Frontotemporal dementia with motor neuron-disease type inclusions	G31.0
98930	Frontotemporal dementia with neurofilament-positive inclusions	G31.0
98931	Frontotemporal dementia with tau inclusions	G31.0
98932	Shy-Drager syndrome	G90.3
98933	Multiple system atrophy, parkinsonian type	G23.2
99013	Autosomal recessive spastic paraplegia type 7	G11.4
99014	X-linked Charcot-Marie-Tooth disease type 5	G60.0
99015	X-linked spastic paraplegia type 2	G11.4
99022	Niemann-pick disease type E	E75.2
99027	Adult-onset autosomal dominant leukodystrophy	E75.2
99135	6-phosphogluconate dehydrogenase deficiency	D55.1
99147	Acquired Von Willebrand syndrome	D68.4
99361	Familial medullary thyroid carcinoma	C73
99429	Complete androgen insensitivity	E34.5
99657	Primary dystonia, DYT2 type	G24.1
99718	Leber 'plus' disease	H47.2
99725	Gigantism	E22.0
99731	Isolated sulfite oxidase deficiency	E72.1
99732	Sulfite oxidase deficiency due to molybdenum cofactor deficiency	E72.1
99734	Myotonia fluctuans	G71.1
99735	Myotonia permanens	G71.1
99736	Acetazolamide-responsive myotonia	G71.1
99741	King-Denborough syndrome	G71.2
99750	Atypical progressive supranuclear palsy	G23.1
99763	Familial hyperreninemic hypoaldosteronism type 1	E27.4
99764	Familial hyperreninemic hypoaldosteronism type 2	E27.4
99796	Subcortical band heterotopia	Q04.3
99802	Hemimegalencephaly	Q04.5
99810	Familial porencephaly	Q04.6
99819	Familial gestational hyperthyroidism	E05.8
99832	Resistance to thyrotropin-releasing hormone syndrome	E03.1
99845	Genetic recurrent myoglobinuria	R82.1
99846	Autosomal dominant myoglobinuria	R82.1
99849	Beta-enolase deficiency	E74.0
99852	RAVINE syndrome	E75.2
99853	Ovarioleukodystrophy	E75.2
99854	Cree leukoencephalopathy	E75.2
99856	Primary syringomyelia	G95.0
99857	Secondary syringomyelia	G95.0
99858	Idiopathic syringomyelia	G95.0
99859	Post-traumatic syringomyelia	G95.0
99860	Precursor B-cell acute lymphoblastic leukemia	C91.0
99861	Precursor T-cell acute lymphoblastic leukemia	C91.0
99870	Letterer-Siwe disease	C96.0
99871	Eosinophilic granuloma	D76.0
99872	Hashimoto-Pritzker syndrome	D76.0
99873	Hand-Schüller-Christian disease	D76.0
99874	Adult pulmonary Langerhans cell histiocytosis	D76.0
99877	Familial parathyroid adenoma	E21.0
99878	Primary parathyroids hyperplasia	E21.0
99879	Familial isolated hyperparathyroidism	E21.0
99880	Hyperparathyroidism - jaw tumor syndrome	E21.0
99885	Permanent neonatal diabetes mellitus	P70.2
99886	Transient neonatal diabetes mellitus	P70.2
99887	Acute myeloid leukemia in Down syndrome	C94.2
99888	Adrenocortical adenoma	D35.0
99888	Adrenocortical adenoma	E24.8
99889	Ectopic Cushing syndrome	E24.3
99891	Iatrogenic Cushing syndrome	E24.2
99892	ACTH-dependent Cushing syndrome	E24.0
99893	ACTH-independent Cushing syndrome	E24.8
99897	HPA-1 deficiency	P61.0
99900	Long chain Acyl-CoA dehydrogenase deficiency	E71.3
99901	Acyl-CoA dehydrogenase 9 deficiency	E71.3
99936	Autosomal dominant Charcot-Marie-Tooth disease type 2B	G60.0
99937	Autosomal dominant Charcot-Marie-Tooth disease type 2C	G60.0
99938	Autosomal dominant Charcot-Marie-Tooth disease type 2D	G60.0
99939	Autosomal dominant Charcot-Marie-Tooth disease type 2E	G60.0
99940	Autosomal dominant Charcot-Marie-Tooth disease type 2F	G60.0
99941	Autosomal dominant Charcot-Marie-Tooth disease type 2G	G20.0
99942	Autosomal dominant Charcot-Marie-Tooth disease type 2I	G60.0
99943	Autosomal dominant Charcot-Marie-Tooth disease type 2J	G60.0
99944	Autosomal dominant Charcot-Marie-Tooth disease type 2K	G60.0
99945	Autosomal dominant Charcot-Marie-Tooth disease type 2L	G60.0
99946	Autosomal dominant Charcot-Marie-Tooth disease type 2A1	G60.0
99947	Autosomal dominant Charcot-Marie-Tooth disease type 2A2	G60.0
99948	Charcot-Marie-Tooth disease type 4A	G60.0
99949	Charcot-Marie-Tooth disease type 4C	G60.0
99950	Charcot-Marie-Tooth disease type 4D	G60.0
99951	Charcot-Marie-Tooth disease type 4E	G60.0
99952	Charcot-Marie-Tooth disease type 4F	G60.0
99953	Charcot-Marie-Tooth disease type 4G	G60.0
99954	Charcot-Marie-Tooth disease type 4H	G60.0
99955	Charcot-Marie-Tooth disease type 4B1	G60.0
99956	Charcot-Marie-Tooth disease type 4B2	G60.0
99962	Architectural focal cortical dysplasia	Q04.8
99963	Cytoarchitectural cortical focal dysplasia	Q04.8
99964	Cortical dysplasia, Taylor type	Q04.8
99965	O'Sullivan-McLeod syndrome	G12.8
99994	Complex regional pain syndrome type 2	G56.4
100011	Lissencephaly with cerebellar hypoplasia type A	Q04.3
100012	Lissencephaly with cerebellar hypoplasia type B	Q04.3
100013	Lissencephaly with cerebellar hypoplasia type C	Q04.3
100014	Lissencephaly with cerebellar hypoplasia type D	Q04.3
100015	Lissencephaly with cerebellar hypoplasia type E	Q04.3
100016	Lissencephaly with cerebellar hypoplasia type F	Q04.3
100019	Refractory anemia with excess blasts-1	D46.2
100020	Refractory anemia with excess blasts-2	D46.2
100021	Primary plasmacytoma of the bone	C90.2
100022	Extramedullary soft tissue plasmacytoma	C90.2
100023	Franklin disease	D89.8
100024	Mu heavy-chain disease	D89.8
100025	Alpha heavy-chain disease	D89.8
100026	Gamma heavy-chain disease	D89.8
100039	Familial pseudohyperkalemia type 1	D58.8
100040	Familial pseudohyperkalemia type 2	D58.8
100041	Familial pseudohyperkalemia, Cardiff type	D58.8
100043	Autosomal dominant intermediate Charcot-Marie-Tooth disease type A	G60.0
100044	Autosomal dominant intermediate Charcot-Marie-Tooth disease type B	G60.0
100045	Autosomal dominant intermediate Charcot-Marie-Tooth disease type C	G60.0
100046	Autosomal dominant intermediate Charcot-Marie-Tooth disease type D	G60.0
100067	Waterhouse-Friderichsen syndrome	A39.1+
100067	Waterhouse-Friderichsen syndrome	E35.1*
100069	Fluent primary progressive aphasia	G31.0
100070	Non-fluent primary progressive aphasia	G31.0
100072	True vascular thoracic outlet syndrome	G54.0
100073	True neurogenic thoracic outlet syndrome	G54.0
100087	Thyroid tumor	C73
100087	Thyroid tumor	D34
100087	Thyroid tumor	D44.0
100088	Thyroid carcinoma	C73
100090	Rare parathyroid tumor	D35.1
100090	Rare parathyroid tumor	C75.0
100090	Rare parathyroid tumor	D44.2
100091	Adrenal tumor	C74
100091	Adrenal tumor	D35.0
100091	Adrenal tumor	D44.1
100093	Carcinoid tumor and carcinoid syndrome	E34.0
100094	Multiple endocrine neoplasia	D44.8
100924	Porphyria of Doss	E80.2
100981	Autosomal recessive complex spastic paraplegia	G11.4
100982	Autosomal recessive pure spastic paraplegia	G11.4
100984	Autosomal dominant spastic paraplegia type 3	G11.4
100985	Autosomal dominant spastic paraplegia type 4	G11.4
100986	Autosomal recessive spastic paraplegia type 5A	G11.4
100988	Autosomal dominant spastic paraplegia type 6	G11.4
100989	Autosomal dominant spastic paraplegia type 8	G11.4
100990	Autosomal dominant spastic paraplegia type 9	G11.4
100991	Autosomal dominant spastic paraplegia type 10	G11.4
100993	Autosomal dominant spastic paraplegia type 12	G11.4
100994	Autosomal dominant spastic paraplegia type 13	G11.4
100995	Autosomal recessive spastic paraplegia type 14	G11.4
100996	Autosomal recessive spastic paraplegia type 15	G11.4
100997	X-linked spastic paraplegia type 16	G11.4
100998	Autosomal dominant spastic paraplegia type 17	G11.4
100999	Autosomal dominant spastic paraplegia type 19	G11.4
101000	Autosomal recessive spastic paraplegia type 20	G11.4
101001	Autosomal recessive spastic paraplegia type 21	G11.4
101003	Autosomal recessive spastic paraplegia type 23	G11.4
101004	Autosomal recessive spastic paraplegia type 24	G11.4
101005	Autosomal recessive spastic paraplegia type 25	G11.4
101006	Autosomal recessive spastic paraplegia type 26	G11.4
101007	Autosomal recessive spastic paraplegia type 27	G11.4
101008	Autosomal recessive spastic paraplegia type 28	G11.4
101009	Autosomal dominant spastic paraplegia type 29	G11.4
101010	Autosomal recessive spastic paraplegia type 30	G11.4
101011	Autosomal dominant spastic paraplegia type 31	G11.4
101022	Mediterranean macrothrombocytopenia	D69.1
101028	Transaldolase deficiency	E74.8
101029	Sub-cortical nodular heterotopia	Q04.8
101030	Subependymal nodular heterotopia	Q04.8
101041	Familial hypofibrinogenemia	D68.2
101049	Familial hypocalciuric hypercalcemia type 2	E83.5
101050	Familial hypocalciuric hypercalcemia type 3	E83.5
101052	Microlissencephaly type B	Q04.3
101070	Bilateral frontoparietal polymicrogyria	Q04.3
101071	Unilateral right-sided polymicrogyria	Q04.3
101075	X-linked Charcot-Marie-Tooth disease type 1	G60.0
101076	X-linked Charcot-Marie-Tooth disease type 2	G60.0
101077	X-linked Charcot-Marie-Tooth disease type 3	G60.0
101078	X-linked Charcot-Marie-Tooth disease type 4	G60.0
101081	Charcot-Marie-Tooth disease type 1A	G60.0
101082	Charcot-Marie-Tooth disease type 1B	G60.0
101083	Charcot-Marie-Tooth disease type 1C	G60.0
101084	Charcot-Marie-Tooth disease type 1D	G60.0
101085	Charcot-Marie-Tooth disease type 1F	G60.0
101096	Aregenerative anemia	D46.7
101097	Autosomal recessive Charcot-Marie-Tooth disease with hoarseness	G60.0
101101	Charcot-Marie-Tooth disease type 2B2	G60.0
101102	Charcot-Marie-Tooth disease type 2H	G60.0
101107	Spinocerebellar ataxia type 22	G11.8
101108	Spinocerebellar ataxia type 23	G11.8
101109	Spinocerebellar ataxia type 28	G11.8
101110	Spinocerebellar ataxia type 20	G11.8
101111	Spinocerebellar ataxia type 25	G11.8
101112	Spinocerebellar ataxia type 26	G11.8
101150	Autosomal recessive dopa-responsive dystonia	G24.1
101231	Mediastinal diffuse large-cell lymphoma with sclerosis	C83.3
101330	Porphyria cutanea tarda	E80.1
101953	Rare dyslipidemia	E78
101956	Polyendocrinopathy	E31
101957	Pituitary deficiency	E23
101998	Rare epilepsy	G40
102009	Classic lissencephaly	Q04.3
102011	Lissencephaly type 3	Q04.3
102013	Complex familial spastic paraplegia	G11.4
102014	Autosomal dominant limb-girdle muscular dystrophy	G71.0
102015	Autosomal recessive limb-girdle muscular dystrophy	G71.0
102381	Acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor	C92.0
103909	Diarrhea-vomiting due to trehalase deficiency	E74.3
